SELECT; "select distinct(keyword_id) from keywordcrontracker kc, keywords k where k.id=kc.keyword_id and k.website_id= $websiteId and time= $time"; NA; "keywordid"; "$websiteId, $time"; false
SELECT; "select k.*, w.url from keywords k, websites w where k.website_id=w.id and w.id= $websiteId and k.status=1 and k.crawled=0"; NA; "k, wurl"; "$websiteId"; false
SELECT; "select * from currency where iso_code= addslashes($currencyCode)"; NA; ""; "addslashes($currencyCode)"; false
SELECT; "select * from directories where id= $dirId"; NA; ""; "$dirId"; false
UPDATE; "update websites set url= addslashes($submitInfo[url]) , owner_name= addslashes($submitInfo[owner_name]) , owner_email= addslashes($submitInfo[owner_email]) , category= addslashes($submitInfo[category]) , reciprocal_url= addslashes($submitInfo[reciprocal_url]) , title= addslashes($submitInfo[title]) , description= addslashes($submitInfo[description]) ,"; NA; ""; "addslashes($submitInfo["url"]), "owner_name", addslashes($submitInfo["owner_name"]), "owner_email", addslashes($submitInfo["category"]), "reciprocal_url", addslashes($submitInfo["reciprocal_url"]), "description", addslashes($submitInfo["description"])"; false
OTHER; "/<select name= $categoryCol .*?</select>/is"; NA; ""; ""; true
SELECT; "select directory_id from dirsubmitinfo where website_id= $websiteId"; NA; "directoryid"; "$websiteId"; false
UPDATE; "update directories set rank=rank+1 where id= $submitInfo[dir_id]"; NA; ""; ""; false
SELECT; "select id from dirsubmitinfo where website_id= $submitInfo[website_id] and directory_id= $submitInfo[dir_id]"; NA; "id"; ""website_id", $submitInfo["website_id"], $submitInfo["dir_id"]"; false
INSERT; "insert into dirsubmitinfo(website_id, directory_id, status, submit_time) values( $submitInfo[website_id] , $submitInfo[dir_id] , $status , mktime() )"; NA; "website_id, directory_id, status, submit_time"; "$submitInfo["website_id"], $submitInfo["dir_id"], $status, mktime()"; false
UPDATE; "update dirsubmitinfo set status= $status , submit_time= mktime() where id= $subInfo[0][id]"; NA; ""; "$status, mktime()"; false
INSERT; "Insert into skipdirectories(website_id, directory_id) values( $info[website_id] , $info[dir_id] )"; NA; "website_id, directory_id"; "$info["website_id"], $info["dir_id"]"; false
SELECT; "select directory_id from skipdirectories where website_id= $websiteId"; NA; "directoryid"; "$websiteId"; false
SELECT; "select ds.* , d.domain, d.pagerank, d.submit_urlr from skipdirectories ds, directories d where ds.directory_id=d.id $conditions order by id desc, d.domain"; NA; "ds, , ddomain, dpagerank, dsubmiturlr"; "$conditions"; false
SELECT; "select ds.* , d.domain, d.pagerank, d.submit_url from dirsubmitinfo ds, directories d r where ds.directory_id=d.id $conditions order by submit_time desc, d.domain"; NA; "ds, , ddomain, dpagerank, dsubmiturl"; "$conditions"; false
UPDATE; "Update dirsubmitinfo set status= $status where id= $dirInfo[id]"; NA; ""; "$status"; false
SELECT; "select status from dirsubmitinfo where id= $id"; NA; "status"; "$id"; false
SELECT; "select ds.* , d.domain, d.search_script, w.urlr from dirsubmitinfo ds, directories d, websites w r where ds.directory_id=d.id and ds.website_id=w.id r and ds.id= $dirInfo[id]"; NA; "ds, , ddomain, dsearchscript, wurlr"; ""; false
UPDATE; "Update dirsubmitinfo set active= $status where id= $dirId"; NA; ""; "$status"; false
SELECT; "select active from dirsubmitinfo where id= $id"; NA; "active"; "$id"; false
SELECT; "select ds.* , d.domainr from dirsubmitinfo ds, directories d r where ds.directory_id=d.id r and ds.website_id= $searchInfo[website_id] and ds.active=0 r order by submit_time"; NA; "ds, , ddomainr"; "$searchInfo["website_id"]"; false
SELECT; "SELECT * FROM directories where id= $dirId"; NA; ""; "$dirId"; false
SELECT; "SELECT *, l.lang_name FROM directories d, languages l where d.lang_code=l.lang_code and working= $info[stscheck]"; NA; ", llangname"; "$info["stscheck"]"; false
UPDATE; "update directories set working= $status where id= $dirId"; NA; ""; "$status"; false
UPDATE; "update directories set working= $active , is_captcha= $captcha , checked=1 $prUpdate $searchUpdate $extraValUpdate where id= $dirId"; NA; ""; "$active, $captcha, $prUpdate, $searchUpdate, $extraValUpdate"; false
SELECT; "select count(*) count from dirsubmitinfo where website_id= $websiteId"; NA; ", count"; "$websiteId"; false
SELECT; "SELECT * FROM di_directory_meta where id= $id"; NA; ""; "$id"; false
SELECT; "select s.*, se.domain from searchresults s, searchengines se r where s.searchengine_id=se.id and result_date>= $fromTimeDate and result_date<= $toTimeDate r and s.keyword_id= intval($keywordId) $conditions order by s.result_date"; NA; "s, sedomain"; "$fromTimeDate, $toTimeDate, intval($keywordId), $conditions"; false
INSERT; "insert into information_list(info_type, content, update_date) r values( addslashes($secName) , addslashes($content) , $todayDate )"; NA; "info_type, content, update_date"; "addslashes($secName), addslashes($content), $todayDate"; false
SELECT; "select info_type, content as page from information_list where info_type= addslashes($secName) r and update_date= date(Y-m-d)"; NA; "infotype, content"; "addslashes($secName)"; false
UPDATE; "update keywords set status= $status where id= $keywordId"; NA; ""; "$status"; false
UPDATE; "update keywords set crawled= $status where $whereCond"; NA; ""; "$status"; false
INSERT; "insert into keywords(name, lang_code, country_code, website_id, searchengines, status)r values( $keyword , addslashes($listInfo[lang_code]) , addslashes($listInfo[country_code]) , r intval($listInfo[website_id]) , addslashes($seStr) , $statusVal )"; NA; "name, lang_code, country_code, website_id, searchengines, status"; "$keyword, addslashes($listInfo["lang_code"]), addslashes($listInfo["country_code"]), intval($listInfo["website_id"]), addslashes($seStr), $statusVal"; false
INSERT; "insert into keywords(name, lang_code, country_code, website_id, searchengines, status)r values( $keyword , addslashes($listInfo[lang_code]) , addslashes($listInfo[country_code]) , r intval($listInfo[website_id]) , addslashes(implode(:, $listInfo[searchengines])) , 1)"; NA; "name, lang_code, country_code, website_id, searchengines, status"; "$keyword, addslashes($listInfo["lang_code"]), addslashes($listInfo["country_code"]), intval($listInfo["website_id"]), $listInfo["searchengines"]"; false
SELECT; "select id from keywords where name= $name and website_id= $websiteId"; NA; "id"; "$name, $websiteId"; false
SELECT; "select * from keywords where id= $keywordId"; NA; ""; "$keywordId"; false
OTHER; "update keywords setr name = $keyword , r lang_code = addslashes($listInfo[lang_code]) , r country_code = addslashes($listInfo[country_code]) , r website_id = $listInfo[website_id] , r $statusVal r searchengines = addslashes($seStr) r where id= $listInfo[id]"; NA; ""; ""; true
SELECT; "select * from languages where lang_code= $langCode"; NA; ""; "$langCode"; false
SELECT; "select distinct srd.url, sr.rank, sr.result_date, sr.keyword_id, k.name as keywordr from searchresults sr, searchresultdetails srd, keywords k r where sr.id=srd.searchresult_id and sr.keyword_id=k.id and k.website_id= $websiteId and sr.searchengine_id= $seId $conditions r order by rank asc, result_date DESC limit 0, 1000"; NA; "distinct, srdurl, srrank, srresultdate, srkeywordid, kname"; "$websiteId, $conditions"; false
SELECT; "select distinct sr.keyword_id, srd.url, sr.rank, sr.result_date, k.name as keywordr from searchresults sr, searchresultdetails srd, keywords kr where sr.id=srd.searchresult_id and sr.keyword_id=k.id and k.website_id= $websiteId and sr.searchengine_id= $seId $conditions r order by rank asc, result_date DESC limit 0, 1000"; NA; "distinct, srkeywordid, srdurl, srrank, srresultdate, kname"; "$websiteId, $conditions"; false
SELECT; "select s.* , w.name from pagespeedresults s, websites w where s.website_id=w.idr and result_date >= $fromTime and result_date <= $toTime $conditions order by result_date"; NA; "s, , wname"; "$fromTime, $toTime, $conditions"; false
SELECT; "select s.* , w.name from pagespeedresults s, websites wr where s.website_id=w.id $conditions r and (result_date= $fromTimeLabel or result_date= $toTimeLabel )r order by result_date DESC Limit 0, 2"; NA; "s, , wname"; "$conditions, $fromTimeLabel, $toTimeLabel"; false
SELECT; "select s.* , w.name from pagespeedresults s, websites w where s.website_id=w.idr and result_date >= $fromTime and result_date <= $toTime $conditions order by result_date"; NA; "s, , wname"; "$fromTime, $toTime, $conditions"; false
INSERT; "insert into pagespeedresults(website_id, desktop_speed_score, mobile_speed_score, mobile_usability_score, result_date)r values( $matchInfo[id] , $matchInfo[desktop][speed_score] , $matchInfo[mobile][speed_score] , $matchInfo[mobile][usability_score] , $resultDate )"; NA; "website_id, desktop_speed_score, mobile_speed_score, mobile_usability_score, result_date"; "$matchInfo["id"], $matchInfo["desktop"]["speed_score"], $matchInfo["mobile"]["speed_score"], $matchInfo["mobile"]["usability_score"], $resultDate"; false
INSERT; "insert into pagespeeddetails(website_id, desktop_score_details, mobile_score_details, result_date)r values( $matchInfo[id] , addslashes(serialize($matchInfo[desktop][details])) , r addslashes(serialize($matchInfo[mobile][details])) , $resultDate )"; NA; "website_id, desktop_score_details, mobile_score_details, result_date"; "$matchInfo["id"], addslashes(serialize($matchInfo["desktop"]["details"])), addslashes(serialize($matchInfo["mobile"]["details"])), $resultDate"; false
SELECT; "select website_id from pagespeedresults where website_id= $websiteId and result_date= $resultDate"; NA; "websiteid"; "$websiteId, $resultDate"; false
SELECT; "select * from proxylist where 1=1 $condition"; NA; ""; "$condition"; false
SELECT; "select * from proxylist where checked=0 $where order by id"; NA; ""; "$where"; false
UPDATE; "update proxylist set checked= intval($checkedVal)"; NA; ""; "intval($checkedVal)"; false
SELECT; "select count(*) as count from proxylist $where"; NA; ""; ""; false
UPDATE; "update proxylist set status= $status where id= intval($proxyId)"; NA; ""; "$status"; false
SELECT; "select id from proxylist where proxy= addslashes($name) and port= intval($port)"; NA; "id"; "addslashes($name), intval($port)"; false
INSERT; "insert into proxylist(proxy, port, proxy_auth, proxy_username, proxy_password, status) values( addslashes($listInfo[proxy]) , intval($listInfo[port]) , $proxyAuth , addslashes($listInfo[proxy_username]) , addslashes($listInfo[proxy_password]) , 0)"; NA; "proxy, port, proxy_auth, proxy_username, proxy_password, status"; "addslashes($listInfo["proxy"]), intval($listInfo["port"]), $proxyAuth, addslashes($listInfo["proxy_username"]), addslashes($listInfo["proxy_password"])"; false
SELECT; "select * from proxylist where id= intval($proxyId)"; NA; ""; "intval($proxyId)"; false
UPDATE; "update proxylist set proxy = addslashes($listInfo[proxy]) , port = intval($listInfo[port]) , status = intval($listInfo[status]) , proxy_auth = $proxyAuth , proxy_username = addslashes($listInfo[proxy_username]) , proxy_password = addslashes($listInfo[proxy_password]) where id= $listInfo[id]"; NA; ""; "addslashes($listInfo["proxy"]), intval($listInfo["port"]), intval($listInfo["status"]), $proxyAuth, "proxy_username", addslashes($listInfo["proxy_username"]), "proxy_password", addslashes($listInfo["proxy_password"])"; false
INSERT; "insert into rankresults(website_id, moz_rank, alexa_rank, domain_authority, page_authority, result_date)r values( $matchInfo[id] , $mozRank , $matchInfo[alexaRank] , $domainAuthority , $pageAuthority , $resultDate )"; NA; "website_id, moz_rank, alexa_rank, domain_authority, page_authority, result_date"; "$matchInfo["id"], $mozRank, $matchInfo["alexaRank"], $domainAuthority, $pageAuthority, $resultDate"; false
SELECT; "select website_id from rankresults where website_id= $websiteId and result_date= $resultDate"; NA; "websiteid"; "$websiteId, $resultDate"; false
SELECT; "select s.* , w.name from rankresults s, websites w where s.website_id=w.id r and result_date >= $fromTime and result_date <= $toTime $conditions order by result_date"; NA; "s, , wname"; "$fromTime, $toTime, $conditions"; false
SELECT; "select s.* , w.namer from rankresults s, websites w r where s.website_id=w.id r and s.website_id= $websiteId r and (result_date= $fromTimeLabel or result_date= $toTimeLabel )r order by result_date DESCr Limit 0, 2"; NA; "s, , wnamer"; "$websiteId, $fromTimeLabel, $toTimeLabel"; false
SELECT; "select s.* , w.name from rankresults s, websites w where s.website_id=w.idr and result_date >= $fromTime and result_date <= $toTime $conditions order by result_date"; NA; "s, , wname"; "$fromTime, $toTime, $conditions"; false
SELECT; "select min(rank) as rank, result_date from searchresults r where keyword_id= $keywordId and searchengine_id= $seInfo[id] r and (result_date= $fromTimeLabel or result_date= $toTimeLabel )r group by result_date order by result_date DESC limit 0, 2"; NA; "rank, resultdate"; "$keywordId, $fromTimeLabel, $toTimeLabel"; false
SELECT; "select [col] from keywords k, searchresults r, websites w r where k.id=r.keyword_id and k.website_id=w.id $conditions r and r.searchengine_id= intval($orderCol) and r.result_date= addslashes($toTimeTxt) r group by k.id"; NA; "col"; "$conditions, intval($orderCol), addslashes($toTimeTxt)"; false
SELECT; "select s.*, sd.url, sd.title, sd.description from searchresults s, searchresultdetails sd r where s.id=sd.searchresult_id and result_date>= $fromTimeDate and result_date<= $toTimeDate $conditions r order by s.result_date"; NA; "s, sdurl, sdtitle, sddescription"; "$fromTimeDate, $toTimeDate, $conditions"; false
SELECT; "select s.*, sd.url, sd.title, sd.description from searchresults s, searchresultdetails sd r where s.id=sd.searchresult_id and result_date>= $fromTimeDate and result_date< $toTimeDate $conditions r order by s.rank"; NA; "s, sdurl, sdtitle, sddescription"; "$fromTimeDate, $toTimeDate, $conditions"; false
SELECT; "select s.*, se.domain from searchresults s, searchengines se r where s.searchengine_id=se.id and result_date>= $fromTimeDate and result_date<= $toTimeDate r $conditions order by s.result_date"; NA; "s, sedomain"; "$fromTimeDate, $toTimeDate, $conditions"; false
SELECT; "select id from searchresults where keyword_id= $matchInfo[keyword_id] r and searchengine_id= $matchInfo[se_id] and result_date= $resultDate"; NA; "id"; ""keyword_id", $matchInfo["keyword_id"], $matchInfo["se_id"], $resultDate"; false
INSERT; "insert into searchresults(keyword_id, searchengine_id, rank, time, result_date)r values( $matchInfo[keyword_id] , $matchInfo[se_id] , $matchInfo[rank] , $time , $resultDate )"; NA; "keyword_id, searchengine_id, rank, time, result_date"; "$matchInfo["keyword_id"], $matchInfo["se_id"], $matchInfo["rank"], $time, $resultDate"; false
INSERT; "insert into searchresultdetails(searchresult_id, url, title, description)r values( $recordId , $matchInfo[url] , addslashes($matchInfo[title]) , addslashes($matchInfo[description]) )"; NA; "searchresult_id, url, title, description"; "$recordId, $matchInfo["url"], addslashes($matchInfo["title"]), addslashes($matchInfo["description"])"; false
INSERT; "Insert into keywordcrontracker(keyword_id, searchengine_id, time) values( $keywordId , $seId , $time )"; NA; "keyword_id, searchengine_id, time"; "$keywordId, $seId, $time"; false
SELECT; "select keyword_id from keywordcrontracker where keyword_id= $keywordId and searchengine_id= $seId and time= $time"; NA; "keywordid"; "$keywordId, $time"; false
SELECT; "select [col] from keywords k, searchresults r, websites wr where k.id=r.keyword_id and k.website_id=w.id $conditions r and r.searchengine_id= intval($orderCol) and r.result_date= addslashes($toTimeShort) r group by k.id"; NA; "col"; "$conditions, intval($orderCol), addslashes($toTimeShort)"; false
SELECT; "select * from reports_settings where user_id= $userId"; NA; ""; "$userId"; false
INSERT; "Insert into reports_settings(user_id, report_interval, email_notification, last_generated) r values( $setInfo[user_id] , $setInfo[report_interval] , $setInfo[email_notification] , $setInfo[last_generated] )"; NA; "user_id, report_interval, email_notification, last_generated"; "$setInfo["user_id"], $setInfo["report_interval"], $setInfo["email_notification"], $setInfo["last_generated"]"; false
UPDATE; "Update reports_settings set $col = addslashes($val) where user_id= $userId"; NA; ""; "$col, addslashes($val)"; false
SELECT; "select l.*, w.name as website_name from linkTable l, websites w where l.website_id=w.id"; NA; "l, wname"; ""; false
SELECT; "select link.*, lr.id result_id from review_links link left join r review_link_results lr on (link.id=lr.review_link_id and lr.report_date= $date ) r where link.status=1 and link.website_id= $websiteId and lr.id is NULL"; NA; "link, lrid, resultid"; "$websiteId"; false
SELECT; "select [cols] from linkTable sml, linkReportTable r where sml.id=r.review_link_idr and sml.status=1 $conditions and r.report_date= $toTime"; NA; "cols"; "$conditions, $toTime"; false
SELECT; "select sml.id, sml.url, sml.website_id, sml.type, r.rating, r.reviewsr from linkTable sml, linkReportTable r where sml.id=r.review_link_idr and sml.status=1 $conditions and r.report_date= $fromTime"; NA; "smlid, smlurl, smlwebsiteid, smltype, rrating, rreviewsr"; "$conditions, $fromTime"; false
SELECT; "select s.* from linkReportTable sr where report_date>= $fromTimeDate and report_date<= $toTimeDate and s.review_link_id= $linkId r order by s.report_date"; NA; "s"; "$fromTimeDate, $toTimeDate, $linkId"; false
SELECT; "select s.* from linkReportTable sr where report_date>= $fromTimeDate and report_date<= $toTimeDate and s.review_link_id= $linkId r order by s.report_date"; NA; "s"; "$fromTimeDate, $toTimeDate, $linkId"; false
INSERT; "insert into saturationresults(website_id, google, msn, result_date)r values( $matchInfo[id] , $matchInfo[google] , $matchInfo[msn] , $resultDate )"; NA; "website_id, google, msn, result_date"; "$matchInfo["id"], $matchInfo["google"], $matchInfo["msn"], $resultDate"; false
SELECT; "select website_id from saturationresults where website_id= $websiteId and result_date= $resultDate"; NA; "websiteid"; "$websiteId, $resultDate"; false
SELECT; "select s.* , w.name from saturationresults s, websites w where s.website_id=w.id r and result_date >= $fromTime and result_date <= $toTime $conditions order by result_date"; NA; "s, , wname"; "$fromTime, $toTime, $conditions"; false
SELECT; "select s.* , w.name from saturationresults s, websites w where s.website_id=w.id and s.website_id= $websiteId r and (result_date= $fromTimeLabel or result_date= $toTimeLabel ) order by result_date DESC Limit 0, 2"; NA; "s, , wname"; "$websiteId, $fromTimeLabel, $toTimeLabel"; false
SELECT; "select s.* , w.name from saturationresults s, websites w where s.website_id=w.id r and result_date >= $fromTime and result_date <= $toTime $conditions order by result_date"; NA; "s, , wname"; "$fromTime, $toTime, $conditions"; false
SELECT; "select * from searchengines where id= $seId"; NA; ""; ""; false
SELECT; "select * from searchengines where status= $info[stscheck]"; NA; ""; "$info["stscheck"]"; false
UPDATE; "update searchengines set status= $status where id= $seId"; NA; ""; "$status"; false
SELECT; "select id from searchresults where searchengine_id= $seId"; NA; "id"; ""; false
SELECT; "select * from seoplugins where $whereCond order by priority, id"; NA; ""; "$whereCond"; false
UPDATE; "update seoplugins set status= $status where id= $seoPluginId"; NA; ""; "$status"; false
UPDATE; "update seoplugins set installed= $status where id= $seoPluginId"; NA; ""; "$status"; false
SELECT; "select * from seoplugins where $col = $val"; NA; ""; "$col, $val"; false
OTHER; "update seoplugins setr label= addslashes($listInfo[plugin_name]) , r priority= intval($listInfo[priority]) r where id= $listInfo[id]"; NA; ""; ""; true
OTHER; "update seoplugins setr label= addslashes($pluginInfo[label]) , r author= addslashes($pluginInfo[author]) , r description= addslashes($pluginInfo[description]) , r version= $pluginInfo[version] , r website= $pluginInfo[website] r where id= $pluginId"; NA; ""; ""; true
INSERT; "insert into seoplugins(label, name, author, description, version, website, status, installed) r values( addslashes($pluginInfo[label]) , $pluginName , addslashes($pluginInfo[author]) , addslashes($pluginInfo[description]) , $pluginInfo[version] , $pluginInfo[website] , 0, 1)"; NA; "label, name, author, description, version, website, status, installed"; "addslashes($pluginInfo["label"]), $pluginName, addslashes($pluginInfo["author"]), addslashes($pluginInfo["description"]), $pluginInfo["version"], $pluginInfo["website"]"; false
SELECT; "select label, content from $table where category= $category and lang_code= $langCode and content!= order by label"; NA; "label, content"; "$category, $langCode"; false
SELECT; "select * from seoplugins where $col = addslashes($value) and installed=1 and status=1"; NA; ""; "$col, addslashes($value)"; false
SELECT; "select * from seotools where $whereCond order by id"; NA; ""; "$whereCond"; false
SELECT; "select * from seotools where $col = $val"; NA; ""; "$col, $val"; false
UPDATE; "update seotools set $col = $status where id= $seoToolId"; NA; ""; "$col, $status"; false
UPDATE; "update seotools set priority= intval($listInfo[priority]) where id= $listInfo[id]"; NA; ""; "intval($listInfo["priority"])"; false
UPDATE; "Update reports_settings set report_interval= $postInfo[$setInfo[set_name]] where report_interval< $postInfo[$setInfo[set_name]]"; NA; ""; "$postInfo[$setInfo["set_name"]]"; false
UPDATE; "update settings set set_val= addslashes($postInfo[$setInfo[set_name]]) where set_name= addslashes($setInfo[set_name])"; NA; ""; "addslashes($postInfo[$setInfo["set_name"]])"; false
SELECT; "select w.name, ap.* from websites w, auditorprojects ap where ap.website_id=w.id and user_id= $userId order by ap.id"; NA; "wname, ap"; "$userId"; false
INSERT; "insert into auditorprojects(website_id, max_links, exclude_links, check_pr, check_backlinks, check_indexed, store_links_in_page, check_brocken, cron)r values( $listInfo[website_id] , $listInfo[max_links] , addslashes($listInfo[exclude_links]) , r intval($listInfo[check_pr]) , intval($listInfo[check_backlinks]) , intval($listInfo[check_indexed]) , r intval($listInfo[store_links_in_page]) , intval($listInfo[check_brocken]) , intval($listInfo[cron]) )"; NA; "website_id, max_links, exclude_links, check_pr, check_backlinks, check_indexed, store_links_in_page, check_brocken, cron"; "$listInfo["website_id"], $listInfo["max_links"], addslashes($listInfo["exclude_links"]), intval($listInfo["check_pr"]), intval($listInfo["check_backlinks"]), intval($listInfo["check_indexed"]), intval($listInfo["store_links_in_page"]), intval($listInfo["check_brocken"]), intval($listInfo["cron"])"; false
SELECT; "select id from auditorprojects where website_id= $websiteId"; NA; "id"; "$websiteId"; false
SELECT; "select p.*, w.url, w.name from auditorprojects p, websites w where p.website_id=w.id and p.id= $projectId"; NA; "p, wurl, wname"; "$projectId"; false
OTHER; "Update auditorprojects setr website_id= $listInfo[website_id] , r max_links= $listInfo[max_links] , r check_pr= intval($listInfo[check_pr]) , r check_backlinks= intval($listInfo[check_backlinks]) , r check_indexed= intval($listInfo[check_indexed]) , r store_links_in_page= intval($listInfo[store_links_in_page]) , r check_brocken= intval($listInfo[check_brocken]) , r cron= intval($listInfo[cron]) , r exclude_links= addslashes($listInfo[exclude_links]) r where id= $listInfo[id]"; NA; ""; ""; true
UPDATE; "update auditorprojects set status= $status where id= $projectId"; NA; ""; "$status"; false
SELECT; "select id from auditorreports where project_id= $projectId"; NA; "id"; "$projectId"; false
SELECT; "select count(*) count from auditorreports r where r.project_id= $projectId"; NA; ", count"; "$projectId"; false
SELECT; "select ap.*, w.url, w.name from auditorprojects ap, websites w where w.id=ap.website_id and w.status=1 and ap.status=1 $where"; NA; "ap, wurl, wname"; "$where"; false
SELECT; "select max(updated) updated from auditorreports r where r.project_id= $projectId"; NA; "updated"; "$projectId"; false
UPDATE; "update auditorreports set crawled=0 where project_id= $projectId"; NA; ""; ""; false
SELECT; "select id from auditorreports where project_id= $projectId"; NA; "id"; "$projectId"; false
SELECT; "SELECT page_url FROM auditorreports where project_id= $projectId and crawled=0 ORDER BY RAND() LIMIT 1"; NA; "pageurl"; "$projectId"; false
SELECT; "select * from auditorreports where project_id= $projectId"; NA; ""; "$projectId"; false
SELECT; "select $repType , count(*) as count from auditorreports where project_id= $projectId and $repType !="; NA; "reptype, "; "$projectId, $repType"; false
SELECT; "select l.*, w.name as website_name from linkTable l, websites w where l.website_id=w.id"; NA; "l, wname"; ""; false
SELECT; "select link.*, lr.id result_id from social_media_links link left join r social_media_link_results lr on (link.id=lr.sm_link_id and lr.report_date= $date ) r where link.status=1 and link.website_id= $websiteId and lr.id is NULL"; NA; "link, lrid, resultid"; "$websiteId"; false
SELECT; "select [cols] from linkTable sml, linkReportTable r where sml.id=r.sm_link_idr and sml.status=1 $conditions and r.report_date= $toTime"; NA; "cols"; "$conditions, $toTime"; false
