505,IDENTIFIER,1,,$re,,,77,re,1,ANY
506,IDENTIFIER,1,,$data,,,79,data,1,ANY
507,IDENTIFIER,1,,$risp,,,79,risp,1,ANY
508,IDENTIFIER,1,,$risp,,,81,risp,1,ANY
509,IDENTIFIER,2,,$rd,,,81,rd,2,ANY
511,IDENTIFIER,1,,$risp,,,83,risp,1,ANY
512,IDENTIFIER,4,,$idpost,,,83,idpost,4,ANY
514,IDENTIFIER,1,,$risp,,,83,risp,1,ANY
515,IDENTIFIER,1,,$risp,,,85,risp,1,ANY
516,IDENTIFIER,2,,$rd,,,85,rd,2,ANY
517,IDENTIFIER,1,,$risp,,,87,risp,1,ANY
518,IDENTIFIER,1,,$risp,,,89,risp,1,ANY
519,IDENTIFIER,4,,$data,,,89,data,4,ANY
520,IDENTIFIER,1,,$risp,,,90,risp,1,ANY
521,IDENTIFIER,2,,$idpost,,,90,idpost,2,ANY
522,IDENTIFIER,3,,$rd,,,90,rd,3,ANY
534,IDENTIFIER,1,,<global>,,,5,<global>,1,ANY
539,IDENTIFIER,1,,<global>,,,6,<global>,1,ANY
566,IDENTIFIER,1,,<global>,,,19,<global>,1,ANY
582,IDENTIFIER,1,,<global>,,,21,<global>,1,ANY
588,IDENTIFIER,1,,<global>,,,22,<global>,1,ANY
595,IDENTIFIER,1,,<global>,,,24,<global>,1,ANY
601,IDENTIFIER,1,,<global>,,,28,<global>,1,ANY
610,IDENTIFIER,1,,<global>,,,34,<global>,1,ANY
617,IDENTIFIER,1,,<global>,,,36,<global>,1,ANY
635,IDENTIFIER,1,,<global>,,,47,<global>,1,ANY
653,IDENTIFIER,1,,<global>,,,56,<global>,1,ANY
695,IDENTIFIER,1,,<global>,,,68,<global>,1,ANY
717,IDENTIFIER,1,,<global>,,,79,<global>,1,ANY
725,IDENTIFIER,1,,<global>,,,81,<global>,1,ANY
743,IDENTIFIER,1,,<global>,,,85,<global>,1,ANY
761,IDENTIFIER,1,,<global>,,,90,<global>,1,ANY
783,IDENTIFIER,1,,$postatoda,,,4,postatoda,1,ANY
785,IDENTIFIER,1,,$_POST,,,4,_POST,1,ANY
787,IDENTIFIER,1,,$titolo,,,5,titolo,1,ANY
789,IDENTIFIER,1,,$_POST,,,5,_POST,1,ANY
790,IDENTIFIER,1,,$testo,,,6,testo,1,ANY
792,IDENTIFIER,1,,$_POST,,,6,_POST,1,ANY
793,IDENTIFIER,1,,$destroy,,,8,destroy,1,ANY
795,IDENTIFIER,2,,$testo,,,8,testo,2,ANY
796,IDENTIFIER,1,,$pezzi,,,9,pezzi,1,ANY
798,IDENTIFIER,1,,$destroy,,,9,destroy,1,ANY
799,IDENTIFIER,1,,$i,,,10,i,1,ANY
801,IDENTIFIER,1,,$i,,,10,i,1,ANY
802,IDENTIFIER,2,,$pezzi,,,10,pezzi,2,ANY
803,IDENTIFIER,1,,$i,,,10,i,1,ANY
804,IDENTIFIER,1,,$destroy,,,12,destroy,1,ANY
805,IDENTIFIER,2,,$i,,,12,i,2,ANY
806,IDENTIFIER,1,,$testonuovo,,,14,testonuovo,1,ANY
808,IDENTIFIER,1,,$testonuovo,,,14,testonuovo,1,ANY
809,IDENTIFIER,2,,$destroy,,,14,destroy,2,ANY
810,IDENTIFIER,1,,$destroy,,,14,destroy,1,ANY
811,IDENTIFIER,2,,$i,,,14,i,2,ANY
812,IDENTIFIER,1,,$testonuovo,,,18,testonuovo,1,ANY
813,IDENTIFIER,1,,$testonuovo,,,18,testonuovo,1,ANY
814,IDENTIFIER,1,,$destroy,,,18,destroy,1,ANY
815,IDENTIFIER,2,,$i,,,18,i,2,ANY
816,IDENTIFIER,1,,$rispostadel,,,22,rispostadel,1,ANY
818,IDENTIFIER,1,,$_POST,,,22,_POST,1,ANY
819,IDENTIFIER,1,,$data,,,23,data,1,ANY
821,IDENTIFIER,1,,$query_ins_risposta,,,24,query_ins_risposta,1,ANY
823,IDENTIFIER,2,,$postatoda,,,24,postatoda,2,ANY
824,IDENTIFIER,4,,$data,,,24,data,4,ANY
825,IDENTIFIER,6,,$titolo,,,24,titolo,6,ANY
826,IDENTIFIER,8,,$testonuovo,,,24,testonuovo,8,ANY
827,IDENTIFIER,10,,$rispostadel,,,24,rispostadel,10,ANY
828,IDENTIFIER,1,,$r,,,25,r,1,ANY
830,IDENTIFIER,1,,$query_ins_risposta,,,25,query_ins_risposta,1,ANY
843,IDENTIFIER,1,,<global>,,,4,<global>,1,ANY
848,IDENTIFIER,1,,<global>,,,5,<global>,1,ANY
854,IDENTIFIER,1,,<global>,,,6,<global>,1,ANY
888,IDENTIFIER,1,,<global>,,,22,<global>,1,ANY
911,IDENTIFIER,1,,$postatoda,,,5,postatoda,1,ANY
913,IDENTIFIER,1,,$_POST,,,5,_POST,1,ANY
915,IDENTIFIER,1,,$titolo,,,6,titolo,1,ANY
917,IDENTIFIER,1,,$_POST,,,6,_POST,1,ANY
918,IDENTIFIER,1,,$testo,,,7,testo,1,ANY
920,IDENTIFIER,1,,$_POST,,,7,_POST,1,ANY
921,IDENTIFIER,1,,$destroy,,,9,destroy,1,ANY
923,IDENTIFIER,2,,$testo,,,9,testo,2,ANY
924,IDENTIFIER,1,,$pezzi,,,10,pezzi,1,ANY
926,IDENTIFIER,1,,$destroy,,,10,destroy,1,ANY
927,IDENTIFIER,1,,$i,,,11,i,1,ANY
929,IDENTIFIER,1,,$i,,,11,i,1,ANY
930,IDENTIFIER,2,,$pezzi,,,11,pezzi,2,ANY
931,IDENTIFIER,1,,$i,,,11,i,1,ANY
932,IDENTIFIER,1,,$destroy,,,13,destroy,1,ANY
933,IDENTIFIER,2,,$i,,,13,i,2,ANY
934,IDENTIFIER,1,,$testonuovo,,,15,testonuovo,1,ANY
936,IDENTIFIER,1,,$testonuovo,,,15,testonuovo,1,ANY
937,IDENTIFIER,2,,$destroy,,,15,destroy,2,ANY
938,IDENTIFIER,1,,$destroy,,,15,destroy,1,ANY
939,IDENTIFIER,2,,$i,,,15,i,2,ANY
940,IDENTIFIER,1,,$testonuovo,,,19,testonuovo,1,ANY
941,IDENTIFIER,1,,$testonuovo,,,19,testonuovo,1,ANY
942,IDENTIFIER,1,,$destroy,,,19,destroy,1,ANY
943,IDENTIFIER,2,,$i,,,19,i,2,ANY
944,IDENTIFIER,1,,$postatoda,,,23,postatoda,1,ANY
945,IDENTIFIER,1,,$titolo,,,23,titolo,1,ANY
946,IDENTIFIER,1,,$testo,,,23,testo,1,ANY
947,IDENTIFIER,1,,$postatoda,,,35,postatoda,1,ANY
948,IDENTIFIER,2,,$titolo,,,35,titolo,2,ANY
949,IDENTIFIER,2,,$testo,,,35,testo,2,ANY
950,IDENTIFIER,1,,$data,,,37,data,1,ANY
952,IDENTIFIER,1,,$query_ins_post,,,38,query_ins_post,1,ANY
954,IDENTIFIER,2,,$postatoda,,,38,postatoda,2,ANY
955,IDENTIFIER,4,,$data,,,38,data,4,ANY
956,IDENTIFIER,6,,$titolo,,,38,titolo,6,ANY
957,IDENTIFIER,8,,$testonuovo,,,38,testonuovo,8,ANY
958,IDENTIFIER,1,,$i,,,39,i,1,ANY
959,IDENTIFIER,1,,$query_ins_post,,,39,query_ins_post,1,ANY
974,IDENTIFIER,1,,<global>,,,5,<global>,1,ANY
980,IDENTIFIER,1,,<global>,,,6,<global>,1,ANY
986,IDENTIFIER,1,,<global>,,,7,<global>,1,ANY
